image,actual_positive,classifier_positive_prob,detector_positive_conf
datasets/brain-tumor/images/val/val_1 (1).jpg,True,0.284912109375,0.05508773773908615
datasets/brain-tumor/images/val/val_1 (10).jpg,False,0.05071358382701874,0.6127985119819641
datasets/brain-tumor/images/val/val_1 (100).jpg,True,0.4783313274383545,0.24849848449230194
datasets/brain-tumor/images/val/val_1 (101).jpg,False,0.15107131004333496,0.052823107689619064
datasets/brain-tumor/images/val/val_1 (102).jpg,True,0.5138065218925476,0.14599578082561493
datasets/brain-tumor/images/val/val_1 (103).jpg,False,0.21293434500694275,0.12134217470884323
datasets/brain-tumor/images/val/val_1 (104).jpg,True,0.6606541275978088,0.48328205943107605
datasets/brain-tumor/images/val/val_1 (105).jpg,True,0.7795664072036743,0.011825094930827618
datasets/brain-tumor/images/val/val_1 (106).jpg,True,0.4379524886608124,0.30335289239883423
datasets/brain-tumor/images/val/val_1 (107).jpg,True,0.5848307013511658,0.3240814805030823
datasets/brain-tumor/images/val/val_1 (108).jpg,False,0.13406144082546234,0.037909772247076035
datasets/brain-tumor/images/val/val_1 (109).jpg,False,0.39438191056251526,0.11118043214082718
datasets/brain-tumor/images/val/val_1 (11).jpg,False,0.16344553232192993,0.5231612324714661
datasets/brain-tumor/images/val/val_1 (110).jpg,True,0.2996557652950287,0.160564586520195
datasets/brain-tumor/images/val/val_1 (111).jpg,True,0.24947333335876465,0.04646320268511772
datasets/brain-tumor/images/val/val_1 (112).jpg,False,0.21412870287895203,0.10267334431409836
datasets/brain-tumor/images/val/val_1 (113).jpg,False,0.47003433108329773,0.18120534718036652
datasets/brain-tumor/images/val/val_1 (114).jpg,False,0.4407155215740204,0.20994439721107483
datasets/brain-tumor/images/val/val_1 (115).jpg,False,0.3402822017669678,0.2574390769004822
datasets/brain-tumor/images/val/val_1 (116).jpg,False,0.4212735891342163,0.14046892523765564
datasets/brain-tumor/images/val/val_1 (117).jpg,True,0.5902169346809387,0.22363027930259705
datasets/brain-tumor/images/val/val_1 (118).jpg,True,0.4837154746055603,0.337703138589859
datasets/brain-tumor/images/val/val_1 (119).jpg,False,0.43468210101127625,0.1286899596452713
datasets/brain-tumor/images/val/val_1 (12).jpg,False,0.06489100307226181,0.06500951200723648
datasets/brain-tumor/images/val/val_1 (120).jpg,False,0.33923065662384033,0.025462379679083824
datasets/brain-tumor/images/val/val_1 (121).jpg,True,0.4105777144432068,0.08959779143333435
datasets/brain-tumor/images/val/val_1 (122).jpg,False,0.8366461396217346,0.23616623878479004
datasets/brain-tumor/images/val/val_1 (123).jpg,False,0.22519801557064056,0.130900040268898
datasets/brain-tumor/images/val/val_1 (124).jpg,False,0.6278844475746155,0.2677042484283447
datasets/brain-tumor/images/val/val_1 (125).jpg,False,0.672921895980835,0.011818954721093178
datasets/brain-tumor/images/val/val_1 (126).jpg,False,0.7370293140411377,0.03052765503525734
datasets/brain-tumor/images/val/val_1 (127).jpg,False,0.08899953961372375,0.12054570764303207
datasets/brain-tumor/images/val/val_1 (128).jpg,False,0.20979341864585876,0.2593487799167633
datasets/brain-tumor/images/val/val_1 (129).jpg,False,0.24575243890285492,0.09328345209360123
datasets/brain-tumor/images/val/val_1 (13).jpg,True,0.2728445529937744,0.5335444808006287
datasets/brain-tumor/images/val/val_1 (130).jpg,False,0.2894831597805023,0.09641323983669281
datasets/brain-tumor/images/val/val_1 (131).jpg,False,0.0802745595574379,0.054552506655454636
datasets/brain-tumor/images/val/val_1 (132).jpg,False,0.2145581692457199,0.04990126192569733
datasets/brain-tumor/images/val/val_1 (133).jpg,False,0.5194103717803955,0.04180210828781128
datasets/brain-tumor/images/val/val_1 (134).jpg,False,0.6665080785751343,0.07556560635566711
datasets/brain-tumor/images/val/val_1 (135).jpg,False,0.859597384929657,0.2028859704732895
datasets/brain-tumor/images/val/val_1 (136).jpg,True,0.5172297358512878,0.04464317113161087
datasets/brain-tumor/images/val/val_1 (137).jpg,True,0.6067764759063721,0.460077166557312
datasets/brain-tumor/images/val/val_1 (138).jpg,True,0.22888745367527008,0.013834485784173012
datasets/brain-tumor/images/val/val_1 (139).jpg,False,0.5039563179016113,0.5151447653770447
datasets/brain-tumor/images/val/val_1 (14).jpg,True,0.3038390874862671,0.6768882870674133
datasets/brain-tumor/images/val/val_1 (140).jpg,True,0.6682600378990173,0.010580912232398987
datasets/brain-tumor/images/val/val_1 (141).jpg,True,0.4025097191333771,0.2823806703090668
datasets/brain-tumor/images/val/val_1 (142).jpg,True,0.31995728611946106,0.29695093631744385
datasets/brain-tumor/images/val/val_1 (143).jpg,False,0.09155537933111191,0.14325013756752014
datasets/brain-tumor/images/val/val_1 (144).jpg,True,0.6633250713348389,0.012559489347040653
datasets/brain-tumor/images/val/val_1 (145).jpg,True,0.9709279537200928,0.060329947620630264
datasets/brain-tumor/images/val/val_1 (146).jpg,True,0.5694852471351624,0.1635376662015915
datasets/brain-tumor/images/val/val_1 (147).jpg,False,0.34200096130371094,0.4561305642127991
