image,actual_positive,classifier_positive_prob,detector_positive_conf
datasets/brain-tumor/images/val/val_1 (1).jpg,True,0.284912109375,0.8902242183685303
datasets/brain-tumor/images/val/val_1 (10).jpg,False,0.05071358382701874,0.42580196261405945
datasets/brain-tumor/images/val/val_1 (100).jpg,True,0.4783313274383545,0.04896773770451546
datasets/brain-tumor/images/val/val_1 (101).jpg,False,0.15107131004333496,0.5684918165206909
datasets/brain-tumor/images/val/val_1 (102).jpg,True,0.5138065218925476,0.8206104040145874
datasets/brain-tumor/images/val/val_1 (103).jpg,False,0.21293434500694275,0.4126257002353668
datasets/brain-tumor/images/val/val_1 (104).jpg,True,0.6606541275978088,0.1404629647731781
datasets/brain-tumor/images/val/val_1 (105).jpg,True,0.7795664072036743,0.9240092635154724
datasets/brain-tumor/images/val/val_1 (106).jpg,True,0.4379524886608124,0.688293993473053
datasets/brain-tumor/images/val/val_1 (107).jpg,True,0.5848307013511658,0.7631178498268127
datasets/brain-tumor/images/val/val_1 (108).jpg,False,0.13406144082546234,0.5045419931411743
datasets/brain-tumor/images/val/val_1 (109).jpg,False,0.39438191056251526,0.722791850566864
datasets/brain-tumor/images/val/val_1 (11).jpg,False,0.16344553232192993,0.0
datasets/brain-tumor/images/val/val_1 (110).jpg,True,0.2996557652950287,0.8802578449249268
datasets/brain-tumor/images/val/val_1 (111).jpg,True,0.24947333335876465,0.5610296130180359
datasets/brain-tumor/images/val/val_1 (112).jpg,False,0.21412870287895203,0.781019926071167
datasets/brain-tumor/images/val/val_1 (113).jpg,False,0.47003433108329773,0.0
datasets/brain-tumor/images/val/val_1 (114).jpg,False,0.4407155215740204,0.8169685006141663
datasets/brain-tumor/images/val/val_1 (115).jpg,False,0.3402822017669678,0.8889614939689636
datasets/brain-tumor/images/val/val_1 (116).jpg,False,0.4212735891342163,0.8560276627540588
datasets/brain-tumor/images/val/val_1 (117).jpg,True,0.5902169346809387,0.8471642136573792
datasets/brain-tumor/images/val/val_1 (118).jpg,True,0.4837154746055603,0.09930513799190521
datasets/brain-tumor/images/val/val_1 (119).jpg,False,0.43468210101127625,0.0
datasets/brain-tumor/images/val/val_1 (12).jpg,False,0.06489100307226181,0.3828458786010742
datasets/brain-tumor/images/val/val_1 (120).jpg,False,0.33923065662384033,0.0
datasets/brain-tumor/images/val/val_1 (121).jpg,True,0.4105777144432068,0.8830347657203674
datasets/brain-tumor/images/val/val_1 (122).jpg,False,0.8366461396217346,0.8853871822357178
datasets/brain-tumor/images/val/val_1 (123).jpg,False,0.22519801557064056,0.7432593703269958
datasets/brain-tumor/images/val/val_1 (124).jpg,False,0.6278844475746155,0.7672964930534363
datasets/brain-tumor/images/val/val_1 (125).jpg,False,0.672921895980835,0.0
datasets/brain-tumor/images/val/val_1 (126).jpg,False,0.7370293140411377,0.6294687390327454
datasets/brain-tumor/images/val/val_1 (127).jpg,False,0.08899953961372375,0.8789052963256836
datasets/brain-tumor/images/val/val_1 (128).jpg,False,0.20979341864585876,0.6490177512168884
datasets/brain-tumor/images/val/val_1 (129).jpg,False,0.24575243890285492,0.0
datasets/brain-tumor/images/val/val_1 (13).jpg,True,0.2728445529937744,0.7117968797683716
datasets/brain-tumor/images/val/val_1 (130).jpg,False,0.2894831597805023,0.0
datasets/brain-tumor/images/val/val_1 (131).jpg,False,0.0802745595574379,0.0
datasets/brain-tumor/images/val/val_1 (132).jpg,False,0.2145581692457199,0.0
datasets/brain-tumor/images/val/val_1 (133).jpg,False,0.5194103717803955,0.0
datasets/brain-tumor/images/val/val_1 (134).jpg,False,0.6665080785751343,0.0
datasets/brain-tumor/images/val/val_1 (135).jpg,False,0.859597384929657,0.22988292574882507
datasets/brain-tumor/images/val/val_1 (136).jpg,True,0.5172297358512878,0.858276903629303
datasets/brain-tumor/images/val/val_1 (137).jpg,True,0.6067764759063721,0.5205184817314148
datasets/brain-tumor/images/val/val_1 (138).jpg,True,0.22888745367527008,0.010602278634905815
datasets/brain-tumor/images/val/val_1 (139).jpg,False,0.5039563179016113,0.8607631921768188
datasets/brain-tumor/images/val/val_1 (14).jpg,True,0.3038390874862671,0.0
datasets/brain-tumor/images/val/val_1 (140).jpg,True,0.6682600378990173,0.12496013939380646
datasets/brain-tumor/images/val/val_1 (141).jpg,True,0.4025097191333771,0.2339044213294983
datasets/brain-tumor/images/val/val_1 (142).jpg,True,0.31995728611946106,0.8519017696380615
datasets/brain-tumor/images/val/val_1 (143).jpg,False,0.09155537933111191,0.03740198537707329
datasets/brain-tumor/images/val/val_1 (144).jpg,True,0.6633250713348389,0.8726704120635986
datasets/brain-tumor/images/val/val_1 (145).jpg,True,0.9709279537200928,0.8881746530532837
datasets/brain-tumor/images/val/val_1 (146).jpg,True,0.5694852471351624,0.0
datasets/brain-tumor/images/val/val_1 (147).jpg,False,0.34200096130371094,0.31634601950645447
datasets/brain-tumor/images/val/val_1 (148).jpg,False,0.51915043592453,0.0
datasets/brain-tumor/images/val/val_1 (149).jpg,False,0.2778252959251404,0.867429792881012
datasets/brain-tumor/images/val/val_1 (15).jpg,True,0.5821113586425781,0.50082927942276
datasets/brain-tumor/images/val/val_1 (150).jpg,False,0.329476922750473,0.8889470100402832
datasets/brain-tumor/images/val/val_1 (151).jpg,True,0.4434035122394562,0.021551042795181274
datasets/brain-tumor/images/val/val_1 (152).jpg,True,0.37906134128570557,0.8669017553329468
datasets/brain-tumor/images/val/val_1 (153).jpg,True,0.33106502890586853,0.8094604015350342
datasets/brain-tumor/images/val/val_1 (154).jpg,False,0.5475128889083862,0.15722426772117615
datasets/brain-tumor/images/val/val_1 (155).jpg,False,0.3809422552585602,0.8058112859725952
datasets/brain-tumor/images/val/val_1 (156).jpg,True,0.675624430179596,0.0
datasets/brain-tumor/images/val/val_1 (157).jpg,True,0.4436277747154236,0.854836642742157
datasets/brain-tumor/images/val/val_1 (158).jpg,True,0.38417351245880127,0.9049541354179382
datasets/brain-tumor/images/val/val_1 (159).jpg,False,0.12065232545137405,0.0
datasets/brain-tumor/images/val/val_1 (16).jpg,True,0.37017515301704407,0.0
datasets/brain-tumor/images/val/val_1 (160).jpg,False,0.6293798089027405,0.0
datasets/brain-tumor/images/val/val_1 (161).jpg,False,0.16410471498966217,0.4345380663871765
datasets/brain-tumor/images/val/val_1 (162).jpg,True,0.6364263296127319,0.8014439940452576
datasets/brain-tumor/images/val/val_1 (163).jpg,True,0.6634925603866577,0.025587866082787514
datasets/brain-tumor/images/val/val_1 (164).jpg,True,0.865638256072998,0.8053652048110962
datasets/brain-tumor/images/val/val_1 (165).jpg,False,0.09139513224363327,0.0
datasets/brain-tumor/images/val/val_1 (166).jpg,True,0.6956098675727844,0.47567787766456604
datasets/brain-tumor/images/val/val_1 (167).jpg,True,0.6243112087249756,0.6282488703727722
datasets/brain-tumor/images/val/val_1 (168).jpg,True,0.1868598461151123,0.7677316665649414
datasets/brain-tumor/images/val/val_1 (169).jpg,True,0.6741970777511597,0.8919786810874939
datasets/brain-tumor/images/val/val_1 (17).jpg,True,0.25873568654060364,0.28456759452819824
datasets/brain-tumor/images/val/val_1 (170).jpg,True,0.6566442847251892,0.7630590200424194
datasets/brain-tumor/images/val/val_1 (171).jpg,True,0.5238233208656311,0.6866276264190674
datasets/brain-tumor/images/val/val_1 (172).jpg,True,0.5885089635848999,0.8672661185264587
datasets/brain-tumor/images/val/val_1 (173).jpg,True,0.6011081337928772,0.5655765533447266
datasets/brain-tumor/images/val/val_1 (174).jpg,False,0.5654404163360596,0.0
datasets/brain-tumor/images/val/val_1 (175).jpg,False,0.38785749673843384,0.0
datasets/brain-tumor/images/val/val_1 (176).jpg,False,0.12944364547729492,0.09630127996206284
datasets/brain-tumor/images/val/val_1 (177).jpg,False,0.4269137680530548,0.8058512806892395
datasets/brain-tumor/images/val/val_1 (178).jpg,False,0.5810802578926086,0.8333666920661926
datasets/brain-tumor/images/val/val_1 (179).jpg,True,0.6890951991081238,0.7958712577819824
datasets/brain-tumor/images/val/val_1 (18).jpg,True,0.41454756259918213,0.5287584066390991
datasets/brain-tumor/images/val/val_1 (180).jpg,True,0.9091720581054688,0.8815470933914185
datasets/brain-tumor/images/val/val_1 (181).jpg,True,0.6150625348091125,0.01472723763436079
datasets/brain-tumor/images/val/val_1 (182).jpg,True,0.755608856678009,0.7998871207237244
datasets/brain-tumor/images/val/val_1 (183).jpg,True,0.6404550671577454,0.47837430238723755
datasets/brain-tumor/images/val/val_1 (184).jpg,False,0.19256047904491425,0.0
datasets/brain-tumor/images/val/val_1 (185).jpg,False,0.5942813158035278,0.5800226330757141
datasets/brain-tumor/images/val/val_1 (186).jpg,False,0.3805501461029053,0.7962861061096191
datasets/brain-tumor/images/val/val_1 (187).jpg,False,0.4543841481208801,0.6220082640647888
datasets/brain-tumor/images/val/val_1 (188).jpg,False,0.5839681625366211,0.0
datasets/brain-tumor/images/val/val_1 (189).jpg,False,0.4620290994644165,0.2789333760738373
datasets/brain-tumor/images/val/val_1 (19).jpg,True,0.5529049038887024,0.5025777220726013
datasets/brain-tumor/images/val/val_1 (190).jpg,False,0.6494337916374207,0.24973152577877045
datasets/brain-tumor/images/val/val_1 (191).jpg,False,0.1421264410018921,0.4068763256072998
datasets/brain-tumor/images/val/val_1 (192).jpg,False,0.06745317578315735,0.23332181572914124
datasets/brain-tumor/images/val/val_1 (193).jpg,False,0.024455774575471878,0.8919816017150879
datasets/brain-tumor/images/val/val_1 (194).jpg,False,0.04513615742325783,0.9019526839256287
datasets/brain-tumor/images/val/val_1 (195).jpg,False,0.03587169200181961,0.9175623059272766
datasets/brain-tumor/images/val/val_1 (196).jpg,False,0.019388573244214058,0.9210591316223145
datasets/brain-tumor/images/val/val_1 (197).jpg,False,0.03291761502623558,0.8871297240257263
datasets/brain-tumor/images/val/val_1 (198).jpg,False,0.03520480543375015,0.819084644317627
datasets/brain-tumor/images/val/val_1 (199).jpg,False,0.23660017549991608,0.0
datasets/brain-tumor/images/val/val_1 (2).jpg,True,0.4949534237384796,0.7863178849220276
datasets/brain-tumor/images/val/val_1 (20).jpg,True,0.21873407065868378,0.5798662304878235
datasets/brain-tumor/images/val/val_1 (200).jpg,False,0.18366298079490662,0.0
datasets/brain-tumor/images/val/val_1 (201).jpg,False,0.23656703531742096,0.0
datasets/brain-tumor/images/val/val_1 (202).jpg,False,0.13156850636005402,0.8615196347236633
datasets/brain-tumor/images/val/val_1 (203).jpg,False,0.10819593071937561,0.8121176958084106
datasets/brain-tumor/images/val/val_1 (204).jpg,False,0.040650807321071625,0.7003815174102783
datasets/brain-tumor/images/val/val_1 (205).jpg,False,0.1322643905878067,0.23332402110099792
datasets/brain-tumor/images/val/val_1 (206).jpg,False,0.07951133698225021,0.20330040156841278
datasets/brain-tumor/images/val/val_1 (207).jpg,False,0.08529765158891678,0.8592877984046936
datasets/brain-tumor/images/val/val_1 (208).jpg,False,0.21517542004585266,0.8475375771522522
datasets/brain-tumor/images/val/val_1 (209).jpg,False,0.22526773810386658,0.6297351717948914
datasets/brain-tumor/images/val/val_1 (21).jpg,True,0.3249092102050781,0.036240462213754654
datasets/brain-tumor/images/val/val_1 (210).jpg,False,0.29894834756851196,0.5961515307426453
datasets/brain-tumor/images/val/val_1 (211).jpg,False,0.027716973796486855,0.7444029450416565
datasets/brain-tumor/images/val/val_1 (212).jpg,False,0.006892623845487833,0.8254159092903137
datasets/brain-tumor/images/val/val_1 (213).jpg,False,0.014290395192801952,0.8093117475509644
datasets/brain-tumor/images/val/val_1 (214).jpg,False,0.007802315056324005,0.9155240654945374
datasets/brain-tumor/images/val/val_1 (215).jpg,False,0.0214299988001585,0.883165717124939
datasets/brain-tumor/images/val/val_1 (216).jpg,False,0.015340948477387428,0.8756823539733887
datasets/brain-tumor/images/val/val_1 (217).jpg,False,0.0866657942533493,0.666504979133606
datasets/brain-tumor/images/val/val_1 (218).jpg,False,0.11019787937402725,0.8816531300544739
datasets/brain-tumor/images/val/val_1 (219).jpg,False,0.08576145768165588,0.9103101491928101
datasets/brain-tumor/images/val/val_1 (22).jpg,False,0.26301488280296326,0.92705899477005
datasets/brain-tumor/images/val/val_1 (220).jpg,False,0.1989680677652359,0.8379864692687988
datasets/brain-tumor/images/val/val_1 (221).jpg,False,0.2562480866909027,0.05891289934515953
datasets/brain-tumor/images/val/val_1 (222).jpg,False,0.09858638048171997,0.45945972204208374
datasets/brain-tumor/images/val/val_1 (223).jpg,False,0.12365041673183441,0.48712533712387085
datasets/brain-tumor/images/val/val_1 (23).jpg,False,0.2697266638278961,0.2641814053058624
datasets/brain-tumor/images/val/val_1 (24).jpg,True,0.6055639386177063,0.8751959800720215
datasets/brain-tumor/images/val/val_1 (25).jpg,True,0.6693775653839111,0.1220063641667366
datasets/brain-tumor/images/val/val_1 (26).jpg,True,0.23355905711650848,0.9621381163597107
datasets/brain-tumor/images/val/val_1 (27).jpg,True,0.2120817005634308,0.8360532522201538
datasets/brain-tumor/images/val/val_1 (28).jpg,False,0.5080569386482239,0.12162087112665176
datasets/brain-tumor/images/val/val_1 (29).jpg,True,0.21785207092761993,0.9070506691932678
datasets/brain-tumor/images/val/val_1 (3).jpg,True,0.36316239833831787,0.887109637260437
datasets/brain-tumor/images/val/val_1 (30).jpg,False,0.2567996382713318,0.7076519131660461
datasets/brain-tumor/images/val/val_1 (31).jpg,False,0.049239274114370346,0.6656002998352051
datasets/brain-tumor/images/val/val_1 (32).jpg,False,0.07740907371044159,0.7969260811805725
datasets/brain-tumor/images/val/val_1 (33).jpg,False,0.11887198686599731,0.0
datasets/brain-tumor/images/val/val_1 (34).jpg,False,0.2995499074459076,0.010552704334259033
datasets/brain-tumor/images/val/val_1 (35).jpg,False,0.5089357495307922,0.17175514996051788
datasets/brain-tumor/images/val/val_1 (36).jpg,False,0.8041457533836365,0.47526323795318604
datasets/brain-tumor/images/val/val_1 (37).jpg,False,0.5050032138824463,0.42434361577033997
datasets/brain-tumor/images/val/val_1 (38).jpg,False,0.272908091545105,0.8736662864685059
datasets/brain-tumor/images/val/val_1 (39).jpg,False,0.3034929037094116,0.5193543434143066
datasets/brain-tumor/images/val/val_1 (4).jpg,True,0.17865855991840363,0.8491341471672058
datasets/brain-tumor/images/val/val_1 (40).jpg,False,0.31864747405052185,0.40129953622817993
datasets/brain-tumor/images/val/val_1 (41).jpg,True,0.06938683241605759,0.5122942924499512
datasets/brain-tumor/images/val/val_1 (42).jpg,True,0.18473142385482788,0.8770895600318909
datasets/brain-tumor/images/val/val_1 (43).jpg,False,0.049422357231378555,0.26856333017349243
datasets/brain-tumor/images/val/val_1 (44).jpg,False,0.21141891181468964,0.4461367726325989
datasets/brain-tumor/images/val/val_1 (45).jpg,False,0.2043694257736206,0.9143434166908264
datasets/brain-tumor/images/val/val_1 (46).jpg,False,0.15298759937286377,0.8565957546234131
datasets/brain-tumor/images/val/val_1 (47).jpg,False,0.19204381108283997,0.6270245909690857
datasets/brain-tumor/images/val/val_1 (48).jpg,False,0.24307143688201904,0.7664303183555603
datasets/brain-tumor/images/val/val_1 (49).jpg,False,0.15348386764526367,0.8506956100463867
datasets/brain-tumor/images/val/val_1 (5).jpg,True,0.17279712855815887,0.6196770668029785
datasets/brain-tumor/images/val/val_1 (50).jpg,False,0.15905825793743134,0.8758725523948669
datasets/brain-tumor/images/val/val_1 (51).jpg,False,0.1607154905796051,0.9039587378501892
datasets/brain-tumor/images/val/val_1 (52).jpg,False,0.20642249286174774,0.775877833366394
datasets/brain-tumor/images/val/val_1 (53).jpg,False,0.189567431807518,0.7209516167640686
datasets/brain-tumor/images/val/val_1 (54).jpg,False,0.14543579518795013,0.8712021112442017
datasets/brain-tumor/images/val/val_1 (55).jpg,False,0.3861978054046631,0.577076256275177
datasets/brain-tumor/images/val/val_1 (56).jpg,False,0.44898921251296997,0.21588101983070374
datasets/brain-tumor/images/val/val_1 (57).jpg,False,0.39919817447662354,0.3582826554775238
datasets/brain-tumor/images/val/val_1 (58).jpg,False,0.28542768955230713,0.28903430700302124
datasets/brain-tumor/images/val/val_1 (59).jpg,False,0.582724392414093,0.6250092387199402
datasets/brain-tumor/images/val/val_1 (6).jpg,True,0.07091506570577621,0.8678594827651978
datasets/brain-tumor/images/val/val_1 (60).jpg,True,0.006259979214519262,0.5915516018867493
datasets/brain-tumor/images/val/val_1 (61).jpg,True,0.5062961578369141,0.7178709506988525
datasets/brain-tumor/images/val/val_1 (62).jpg,True,0.17509716749191284,0.9290674924850464
datasets/brain-tumor/images/val/val_1 (63).jpg,False,0.18113581836223602,0.7656829357147217
datasets/brain-tumor/images/val/val_1 (64).jpg,False,0.3139283061027527,0.7629308104515076
datasets/brain-tumor/images/val/val_1 (65).jpg,False,0.210843026638031,0.8962939977645874
datasets/brain-tumor/images/val/val_1 (66).jpg,False,0.300331711769104,0.8245237469673157
datasets/brain-tumor/images/val/val_1 (67).jpg,True,0.5632217526435852,0.6942816376686096
datasets/brain-tumor/images/val/val_1 (68).jpg,True,0.4126134216785431,0.6063971519470215
datasets/brain-tumor/images/val/val_1 (69).jpg,True,0.5337193608283997,0.9304426908493042
datasets/brain-tumor/images/val/val_1 (7).jpg,True,0.08930522203445435,0.9209890961647034
datasets/brain-tumor/images/val/val_1 (70).jpg,True,0.813754141330719,0.44193264842033386
datasets/brain-tumor/images/val/val_1 (71).jpg,False,0.44014522433280945,0.0
datasets/brain-tumor/images/val/val_1 (72).jpg,False,0.26495829224586487,0.0
datasets/brain-tumor/images/val/val_1 (73).jpg,False,0.25895366072654724,0.2611447870731354
datasets/brain-tumor/images/val/val_1 (74).jpg,True,0.152225062251091,0.7694503664970398
datasets/brain-tumor/images/val/val_1 (75).jpg,True,0.43279704451560974,0.0
datasets/brain-tumor/images/val/val_1 (76).jpg,True,0.21539920568466187,0.0
datasets/brain-tumor/images/val/val_1 (77).jpg,True,0.3638737201690674,0.0
datasets/brain-tumor/images/val/val_1 (78).jpg,True,0.14128592610359192,0.6547746062278748
datasets/brain-tumor/images/val/val_1 (79).jpg,False,0.4955267608165741,0.5664551854133606
datasets/brain-tumor/images/val/val_1 (8).jpg,True,0.5058702826499939,0.8675592541694641
datasets/brain-tumor/images/val/val_1 (80).jpg,False,0.47274941205978394,0.7462920546531677
datasets/brain-tumor/images/val/val_1 (81).jpg,False,0.1740783154964447,0.5549718737602234
datasets/brain-tumor/images/val/val_1 (82).jpg,False,0.23941868543624878,0.7671069502830505
datasets/brain-tumor/images/val/val_1 (83).jpg,False,0.19733287394046783,0.4661327600479126
datasets/brain-tumor/images/val/val_1 (84).jpg,False,0.16488909721374512,0.4693959951400757
datasets/brain-tumor/images/val/val_1 (85).jpg,True,0.3000773787498474,0.0
datasets/brain-tumor/images/val/val_1 (86).jpg,False,0.28975117206573486,0.346357136964798
datasets/brain-tumor/images/val/val_1 (87).jpg,True,0.12432507425546646,0.8551771640777588
datasets/brain-tumor/images/val/val_1 (88).jpg,True,0.20661313831806183,0.8262349963188171
datasets/brain-tumor/images/val/val_1 (89).jpg,False,0.13902173936367035,0.7366768717765808
datasets/brain-tumor/images/val/val_1 (9).jpg,False,0.08937454968690872,0.32430508732795715
datasets/brain-tumor/images/val/val_1 (90).jpg,False,0.22619357705116272,0.7902792692184448
datasets/brain-tumor/images/val/val_1 (91).jpg,False,0.03444801643490791,0.7876560688018799
datasets/brain-tumor/images/val/val_1 (92).jpg,False,0.05857297033071518,0.5014224648475647
datasets/brain-tumor/images/val/val_1 (93).jpg,False,0.39262810349464417,0.6921484470367432
datasets/brain-tumor/images/val/val_1 (94).jpg,False,0.7652658224105835,0.6995030045509338
datasets/brain-tumor/images/val/val_1 (95).jpg,False,0.31483569741249084,0.5798137784004211
datasets/brain-tumor/images/val/val_1 (96).jpg,False,0.22931459546089172,0.661520779132843
datasets/brain-tumor/images/val/val_1 (97).jpg,False,0.23223522305488586,0.6114398241043091
datasets/brain-tumor/images/val/val_1 (98).jpg,False,0.36909201741218567,0.5278236269950867
datasets/brain-tumor/images/val/val_1 (99).jpg,False,0.48451510071754456,0.7656793594360352
