image,label,actual_positive,max_positive_conf,max_any_conf,top_class,top_conf
datasets/brain-tumor/images/val/val_1 (1).jpg,datasets/brain-tumor/labels/val/val_1 (1).txt,True,0.05508773773908615,0.18939852714538574,0,0.18939852714538574
datasets/brain-tumor/images/val/val_1 (10).jpg,datasets/brain-tumor/labels/val/val_1 (10).txt,False,0.6127985119819641,0.6127985119819641,1,0.6127985119819641
datasets/brain-tumor/images/val/val_1 (100).jpg,datasets/brain-tumor/labels/val/val_1 (100).txt,True,0.24849848449230194,0.24849848449230194,1,0.24849848449230194
datasets/brain-tumor/images/val/val_1 (101).jpg,datasets/brain-tumor/labels/val/val_1 (101).txt,False,0.052823107689619064,0.343427836894989,0,0.343427836894989
datasets/brain-tumor/images/val/val_1 (102).jpg,datasets/brain-tumor/labels/val/val_1 (102).txt,True,0.14599578082561493,0.19186106324195862,0,0.19186106324195862
datasets/brain-tumor/images/val/val_1 (103).jpg,datasets/brain-tumor/labels/val/val_1 (103).txt,False,0.12134217470884323,0.12134217470884323,1,0.12134217470884323
datasets/brain-tumor/images/val/val_1 (104).jpg,datasets/brain-tumor/labels/val/val_1 (104).txt,True,0.48328205943107605,0.48328205943107605,1,0.48328205943107605
datasets/brain-tumor/images/val/val_1 (105).jpg,datasets/brain-tumor/labels/val/val_1 (105).txt,True,0.011825094930827618,0.3610335886478424,0,0.3610335886478424
datasets/brain-tumor/images/val/val_1 (106).jpg,datasets/brain-tumor/labels/val/val_1 (106).txt,True,0.30335289239883423,0.45445141196250916,0,0.45445141196250916
datasets/brain-tumor/images/val/val_1 (107).jpg,datasets/brain-tumor/labels/val/val_1 (107).txt,True,0.3240814805030823,0.516175389289856,0,0.516175389289856
datasets/brain-tumor/images/val/val_1 (108).jpg,datasets/brain-tumor/labels/val/val_1 (108).txt,False,0.037909772247076035,0.06997663527727127,0,0.06997663527727127
datasets/brain-tumor/images/val/val_1 (109).jpg,datasets/brain-tumor/labels/val/val_1 (109).txt,False,0.11118043214082718,0.46376273036003113,0,0.46376273036003113
datasets/brain-tumor/images/val/val_1 (11).jpg,datasets/brain-tumor/labels/val/val_1 (11).txt,False,0.5231612324714661,0.5588064789772034,0,0.5588064789772034
datasets/brain-tumor/images/val/val_1 (110).jpg,datasets/brain-tumor/labels/val/val_1 (110).txt,True,0.160564586520195,0.32045191526412964,0,0.32045191526412964
datasets/brain-tumor/images/val/val_1 (111).jpg,datasets/brain-tumor/labels/val/val_1 (111).txt,True,0.04646320268511772,0.05182984471321106,0,0.05182984471321106
datasets/brain-tumor/images/val/val_1 (112).jpg,datasets/brain-tumor/labels/val/val_1 (112).txt,False,0.10267334431409836,0.35613957047462463,0,0.35613957047462463
datasets/brain-tumor/images/val/val_1 (113).jpg,datasets/brain-tumor/labels/val/val_1 (113).txt,False,0.18120534718036652,0.47153177857398987,0,0.47153177857398987
datasets/brain-tumor/images/val/val_1 (114).jpg,datasets/brain-tumor/labels/val/val_1 (114).txt,False,0.20994439721107483,0.42959481477737427,0,0.42959481477737427
datasets/brain-tumor/images/val/val_1 (115).jpg,datasets/brain-tumor/labels/val/val_1 (115).txt,False,0.2574390769004822,0.2791233956813812,0,0.2791233956813812
datasets/brain-tumor/images/val/val_1 (116).jpg,datasets/brain-tumor/labels/val/val_1 (116).txt,False,0.14046892523765564,0.3409854769706726,0,0.3409854769706726
datasets/brain-tumor/images/val/val_1 (117).jpg,datasets/brain-tumor/labels/val/val_1 (117).txt,True,0.22363027930259705,0.2961845099925995,0,0.2961845099925995
datasets/brain-tumor/images/val/val_1 (118).jpg,datasets/brain-tumor/labels/val/val_1 (118).txt,True,0.337703138589859,0.337703138589859,1,0.337703138589859
datasets/brain-tumor/images/val/val_1 (119).jpg,datasets/brain-tumor/labels/val/val_1 (119).txt,False,0.1286899596452713,0.44418245553970337,0,0.44418245553970337
datasets/brain-tumor/images/val/val_1 (12).jpg,datasets/brain-tumor/labels/val/val_1 (12).txt,False,0.06500951200723648,0.10129895061254501,0,0.10129895061254501
datasets/brain-tumor/images/val/val_1 (120).jpg,datasets/brain-tumor/labels/val/val_1 (120).txt,False,0.025462379679083824,0.04133016988635063,0,0.04133016988635063
datasets/brain-tumor/images/val/val_1 (121).jpg,datasets/brain-tumor/labels/val/val_1 (121).txt,True,0.08959779143333435,0.09751097857952118,0,0.09751097857952118
datasets/brain-tumor/images/val/val_1 (122).jpg,datasets/brain-tumor/labels/val/val_1 (122).txt,False,0.23616623878479004,0.23616623878479004,1,0.23616623878479004
datasets/brain-tumor/images/val/val_1 (123).jpg,datasets/brain-tumor/labels/val/val_1 (123).txt,False,0.130900040268898,0.130900040268898,1,0.130900040268898
datasets/brain-tumor/images/val/val_1 (124).jpg,datasets/brain-tumor/labels/val/val_1 (124).txt,False,0.2677042484283447,0.2677042484283447,1,0.2677042484283447
datasets/brain-tumor/images/val/val_1 (125).jpg,datasets/brain-tumor/labels/val/val_1 (125).txt,False,0.011818954721093178,0.5792966485023499,0,0.5792966485023499
datasets/brain-tumor/images/val/val_1 (126).jpg,datasets/brain-tumor/labels/val/val_1 (126).txt,False,0.03052765503525734,0.06029120832681656,0,0.06029120832681656
datasets/brain-tumor/images/val/val_1 (127).jpg,datasets/brain-tumor/labels/val/val_1 (127).txt,False,0.12054570764303207,0.3201722502708435,0,0.3201722502708435
datasets/brain-tumor/images/val/val_1 (128).jpg,datasets/brain-tumor/labels/val/val_1 (128).txt,False,0.2593487799167633,0.2593487799167633,1,0.2593487799167633
datasets/brain-tumor/images/val/val_1 (129).jpg,datasets/brain-tumor/labels/val/val_1 (129).txt,False,0.09328345209360123,0.5807731747627258,0,0.5807731747627258
datasets/brain-tumor/images/val/val_1 (13).jpg,datasets/brain-tumor/labels/val/val_1 (13).txt,True,0.5335444808006287,0.5335444808006287,1,0.5335444808006287
datasets/brain-tumor/images/val/val_1 (130).jpg,datasets/brain-tumor/labels/val/val_1 (130).txt,False,0.09641323983669281,0.6171727180480957,0,0.6171727180480957
