image,label,actual_positive,max_positive_conf,max_any_conf,top_class,top_conf
datasets/brain-tumor/images/val/val_1 (1).jpg,datasets/brain-tumor/labels/val/val_1 (1).txt,True,0.536034345626831,0.536034345626831,1,0.536034345626831
datasets/brain-tumor/images/val/val_1 (10).jpg,datasets/brain-tumor/labels/val/val_1 (10).txt,False,0.35652464628219604,0.45941266417503357,0,0.45941266417503357
datasets/brain-tumor/images/val/val_1 (100).jpg,datasets/brain-tumor/labels/val/val_1 (100).txt,True,0.4459700882434845,0.4459700882434845,1,0.4459700882434845
datasets/brain-tumor/images/val/val_1 (101).jpg,datasets/brain-tumor/labels/val/val_1 (101).txt,False,0.5133673548698425,0.5133673548698425,1,0.5133673548698425
datasets/brain-tumor/images/val/val_1 (102).jpg,datasets/brain-tumor/labels/val/val_1 (102).txt,True,0.49685314297676086,0.49685314297676086,1,0.49685314297676086
datasets/brain-tumor/images/val/val_1 (103).jpg,datasets/brain-tumor/labels/val/val_1 (103).txt,False,0.4502711892127991,0.4502711892127991,1,0.4502711892127991
datasets/brain-tumor/images/val/val_1 (104).jpg,datasets/brain-tumor/labels/val/val_1 (104).txt,True,0.3727666139602661,0.3727666139602661,1,0.3727666139602661
datasets/brain-tumor/images/val/val_1 (105).jpg,datasets/brain-tumor/labels/val/val_1 (105).txt,True,0.6362147927284241,0.6362147927284241,1,0.6362147927284241
datasets/brain-tumor/images/val/val_1 (106).jpg,datasets/brain-tumor/labels/val/val_1 (106).txt,True,0.4944804608821869,0.4944804608821869,1,0.4944804608821869
datasets/brain-tumor/images/val/val_1 (107).jpg,datasets/brain-tumor/labels/val/val_1 (107).txt,True,0.4730384349822998,0.4730384349822998,1,0.4730384349822998
datasets/brain-tumor/images/val/val_1 (108).jpg,datasets/brain-tumor/labels/val/val_1 (108).txt,False,0.498968243598938,0.498968243598938,1,0.498968243598938
datasets/brain-tumor/images/val/val_1 (109).jpg,datasets/brain-tumor/labels/val/val_1 (109).txt,False,0.5691528916358948,0.5691528916358948,1,0.5691528916358948
datasets/brain-tumor/images/val/val_1 (11).jpg,datasets/brain-tumor/labels/val/val_1 (11).txt,False,0.3833312392234802,0.3833312392234802,1,0.3833312392234802
datasets/brain-tumor/images/val/val_1 (110).jpg,datasets/brain-tumor/labels/val/val_1 (110).txt,True,0.7204996347427368,0.7204996347427368,1,0.7204996347427368
datasets/brain-tumor/images/val/val_1 (111).jpg,datasets/brain-tumor/labels/val/val_1 (111).txt,True,0.01707216538488865,0.12897557020187378,0,0.12897557020187378
datasets/brain-tumor/images/val/val_1 (112).jpg,datasets/brain-tumor/labels/val/val_1 (112).txt,False,0.6146507859230042,0.6146507859230042,1,0.6146507859230042
datasets/brain-tumor/images/val/val_1 (113).jpg,datasets/brain-tumor/labels/val/val_1 (113).txt,False,0.7478792667388916,0.7478792667388916,1,0.7478792667388916
datasets/brain-tumor/images/val/val_1 (114).jpg,datasets/brain-tumor/labels/val/val_1 (114).txt,False,0.4837128221988678,0.4837128221988678,1,0.4837128221988678
datasets/brain-tumor/images/val/val_1 (115).jpg,datasets/brain-tumor/labels/val/val_1 (115).txt,False,0.6323902010917664,0.6323902010917664,1,0.6323902010917664
datasets/brain-tumor/images/val/val_1 (116).jpg,datasets/brain-tumor/labels/val/val_1 (116).txt,False,0.4365042746067047,0.4365042746067047,1,0.4365042746067047
datasets/brain-tumor/images/val/val_1 (117).jpg,datasets/brain-tumor/labels/val/val_1 (117).txt,True,0.6650339365005493,0.6650339365005493,1,0.6650339365005493
datasets/brain-tumor/images/val/val_1 (118).jpg,datasets/brain-tumor/labels/val/val_1 (118).txt,True,0.4049599766731262,0.4049599766731262,1,0.4049599766731262
datasets/brain-tumor/images/val/val_1 (119).jpg,datasets/brain-tumor/labels/val/val_1 (119).txt,False,0.620154857635498,0.620154857635498,1,0.620154857635498
datasets/brain-tumor/images/val/val_1 (12).jpg,datasets/brain-tumor/labels/val/val_1 (12).txt,False,0.29478126764297485,0.29478126764297485,1,0.29478126764297485
datasets/brain-tumor/images/val/val_1 (120).jpg,datasets/brain-tumor/labels/val/val_1 (120).txt,False,0.39763882756233215,0.39763882756233215,1,0.39763882756233215
datasets/brain-tumor/images/val/val_1 (121).jpg,datasets/brain-tumor/labels/val/val_1 (121).txt,True,0.49633926153182983,0.49633926153182983,1,0.49633926153182983
datasets/brain-tumor/images/val/val_1 (122).jpg,datasets/brain-tumor/labels/val/val_1 (122).txt,False,0.5474551916122437,0.5474551916122437,1,0.5474551916122437
datasets/brain-tumor/images/val/val_1 (123).jpg,datasets/brain-tumor/labels/val/val_1 (123).txt,False,0.5198410153388977,0.5198410153388977,1,0.5198410153388977
datasets/brain-tumor/images/val/val_1 (124).jpg,datasets/brain-tumor/labels/val/val_1 (124).txt,False,0.6220074892044067,0.6220074892044067,1,0.6220074892044067
datasets/brain-tumor/images/val/val_1 (125).jpg,datasets/brain-tumor/labels/val/val_1 (125).txt,False,0.5372928977012634,0.5372928977012634,1,0.5372928977012634
datasets/brain-tumor/images/val/val_1 (126).jpg,datasets/brain-tumor/labels/val/val_1 (126).txt,False,0.20934437215328217,0.20934437215328217,1,0.20934437215328217
datasets/brain-tumor/images/val/val_1 (127).jpg,datasets/brain-tumor/labels/val/val_1 (127).txt,False,0.6560375690460205,0.6560375690460205,1,0.6560375690460205
datasets/brain-tumor/images/val/val_1 (128).jpg,datasets/brain-tumor/labels/val/val_1 (128).txt,False,0.09189458936452866,0.24002991616725922,0,0.24002991616725922
datasets/brain-tumor/images/val/val_1 (129).jpg,datasets/brain-tumor/labels/val/val_1 (129).txt,False,0.46412333846092224,0.46412333846092224,1,0.46412333846092224
datasets/brain-tumor/images/val/val_1 (13).jpg,datasets/brain-tumor/labels/val/val_1 (13).txt,True,0.4755648374557495,0.4755648374557495,1,0.4755648374557495
